,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,dados_churn
1104,671,0,0,29,3,0.0,2,1,0,158043.11,0,1,0,556,0
1105,656,2,0,34,6,59877.33,1,1,0,14032.62,1,5,3,248,1
1106,658,0,1,31,5,100082.14,1,0,1,49809.88,0,3,1,967,0
1107,698,1,1,52,10,107304.39,3,1,0,28806.32,1,4,2,352,1
1108,655,2,1,38,9,0.0,1,0,1,90490.33,0,5,2,544,0
1109,772,2,1,41,10,96032.22,1,1,1,75825.57,0,3,0,317,0
1110,681,2,1,33,10,0.0,1,0,0,158336.36,0,1,2,818,0
1111,688,1,1,29,9,144553.5,2,1,0,143454.95,0,4,3,270,0
1112,633,1,1,40,5,86172.81,2,1,1,117279.49,0,3,0,531,0
1113,735,0,1,73,9,0.0,1,1,1,114283.33,0,1,3,393,0
1114,521,1,0,29,2,87212.8,1,1,1,994.86,0,1,2,836,0
1115,541,0,1,36,5,0.0,2,1,0,124795.84,0,2,2,920,0
1116,612,1,0,36,2,130700.92,2,0,0,77592.8,0,5,0,351,0
1117,562,0,1,62,3,0.0,2,1,0,105986.01,0,2,1,845,0
1118,703,0,0,32,6,0.0,2,0,0,33606.52,0,3,2,639,0
1119,710,2,1,23,6,0.0,2,1,1,134188.11,0,4,3,416,0
1120,731,2,0,40,5,171325.98,1,1,1,159718.27,1,2,3,964,1
1121,703,2,1,58,4,92930.92,1,0,1,85148.78,0,4,0,243,0
1122,618,0,0,40,0,0.0,1,1,0,119059.13,0,5,1,837,0
1123,689,0,0,29,1,77556.79,2,1,1,122998.26,0,2,3,693,0
1124,718,0,1,33,7,102874.28,1,0,0,117841.06,0,5,3,504,0
1125,608,0,1,37,5,146093.39,2,0,0,160593.41,0,3,3,808,0
1126,749,2,1,34,2,0.0,1,0,0,174189.04,1,1,2,653,1
1127,753,2,1,51,4,79811.72,2,0,1,68260.27,1,1,0,956,1
1128,630,2,1,39,10,105473.74,1,0,0,58854.88,1,5,2,787,1
1129,693,1,0,43,1,121927.92,1,1,0,87994.95,1,4,1,572,1
1130,838,2,0,40,6,61671.19,1,0,1,150659.35,1,3,1,228,1
1131,756,1,0,39,5,149363.12,2,1,1,109098.39,0,2,0,927,0
1132,775,0,0,27,4,152309.37,1,1,0,104112.0,0,2,1,591,0
1133,635,0,0,33,5,0.0,2,1,0,122949.71,0,5,0,977,0
1134,705,2,1,36,1,111629.29,1,1,1,21807.16,0,5,2,812,0
1135,481,0,1,40,3,0.0,1,1,1,32319.93,0,2,1,415,0
1136,727,2,0,49,7,96296.78,1,1,0,190457.87,1,5,3,541,1
1137,595,0,1,20,4,95830.43,1,1,0,177738.98,0,5,1,250,0
1138,535,0,0,38,0,135919.33,1,1,0,80425.65,0,2,0,915,0
1139,578,0,1,59,10,185966.64,1,0,0,9445.42,1,2,1,422,1
1140,597,0,0,29,5,0.0,2,1,1,174825.57,0,2,1,347,0
1141,449,0,0,21,7,0.0,2,0,0,175743.92,0,3,1,786,0
1142,850,1,0,43,8,92244.83,2,1,0,54949.73,0,2,2,304,0
1143,494,0,0,35,9,112727.06,2,1,0,183752.91,0,2,0,697,0
1144,676,0,0,34,8,100359.54,1,0,0,46038.28,0,1,1,444,0
1145,818,1,1,43,10,105301.5,1,1,1,78941.59,0,4,0,412,0
1146,712,2,1,45,6,112994.65,1,0,0,198398.68,0,1,3,847,0
1147,672,1,1,40,4,89025.88,2,1,0,188892.19,0,1,1,955,0
1148,636,0,1,35,9,95478.17,1,0,0,169286.74,0,2,2,413,0
1149,698,0,1,37,8,0.0,2,0,0,145004.39,0,4,0,422,0
1150,597,1,0,43,7,119127.46,2,1,0,55809.92,0,5,3,981,0
1151,717,0,1,28,4,128206.79,1,1,1,54272.12,0,1,3,931,0
1152,614,0,1,49,1,0.0,2,1,0,192440.54,0,1,0,449,0
1153,708,1,0,23,4,71433.08,1,1,0,103697.57,0,2,3,455,0
1154,507,1,1,36,9,118214.32,3,1,0,119110.03,1,3,1,447,1
1155,581,0,0,27,5,102258.11,2,1,0,194681.6,0,2,2,564,0
1156,579,2,0,39,2,151963.26,2,1,0,158948.63,0,1,2,393,0
1157,504,2,0,46,2,163764.84,1,1,1,165122.55,1,2,1,461,1
1158,737,0,0,32,7,128551.36,2,0,1,189402.71,0,2,1,314,0
1159,540,2,0,31,10,118158.74,1,1,1,158027.57,0,4,3,645,0
1160,609,0,1,32,7,118520.41,1,0,0,3815.48,0,1,1,733,0
1161,778,0,1,24,4,0.0,2,1,1,162809.2,0,3,0,945,0
1162,621,0,1,40,10,163823.37,1,0,0,89519.47,0,3,0,264,0
1163,665,1,1,63,7,104469.58,1,1,1,25165.36,1,2,2,941,1
1164,608,0,0,47,6,0.0,1,1,1,126012.57,0,5,3,725,0
1165,680,2,1,36,7,0.0,2,1,0,20109.21,0,5,0,524,0
1166,663,1,0,46,2,141726.88,1,1,1,58257.23,0,1,1,320,0
1167,627,1,0,35,2,137852.96,1,1,1,172269.21,1,3,3,803,1
1168,607,0,1,26,1,0.0,1,1,0,29818.2,0,2,1,543,0
1169,681,0,0,43,8,154100.3,1,0,0,114659.81,0,5,0,302,0
1170,766,0,0,45,6,0.0,2,0,0,147184.74,0,3,2,298,0
1171,694,0,1,30,2,0.0,3,0,1,15039.41,0,4,0,392,0
1172,411,0,0,54,9,0.0,1,0,1,76621.49,0,1,2,739,0
1173,742,0,1,39,8,140004.96,1,1,1,92985.78,0,3,3,436,0
1174,673,2,1,43,8,127132.96,1,0,1,6009.27,1,2,3,831,1
1175,529,0,1,61,1,0.0,2,1,1,191370.97,0,5,3,589,0
1176,519,0,0,38,7,125328.56,1,1,0,188225.67,0,4,2,545,0
1177,573,0,1,35,9,0.0,2,1,0,11743.89,0,4,0,253,0
1178,453,1,0,28,3,139986.65,1,1,0,136846.75,0,2,1,816,0
1179,798,1,0,39,6,119787.76,1,1,1,164248.33,0,2,1,558,0
1180,693,2,0,34,10,107556.06,2,0,0,154631.35,0,5,0,711,0
1181,637,0,0,44,2,0.0,2,1,0,149665.65,0,2,1,348,0
1182,672,0,1,47,1,0.0,1,0,0,91574.92,0,3,3,710,0
1183,597,0,0,28,0,142705.95,1,1,0,127233.39,0,4,2,845,0
1184,543,0,1,42,7,0.0,1,1,1,56650.47,0,5,3,716,0
1185,695,2,0,56,4,0.0,2,1,0,84644.76,0,4,1,736,0
1186,584,0,1,35,6,161613.94,2,1,1,148238.16,0,3,1,416,0
1187,652,1,0,58,3,116353.2,2,0,1,193502.9,0,4,2,949,0
1188,601,0,1,38,4,60013.81,1,1,1,38020.05,0,3,3,895,0
1189,628,2,1,28,4,0.0,2,1,1,176750.81,0,3,0,997,0
1190,607,1,1,32,9,144272.07,2,1,0,176580.63,0,3,1,797,0
1191,646,0,0,46,8,0.0,2,1,0,133059.15,0,5,0,594,0
1192,572,0,1,30,6,117696.67,1,1,0,100843.82,0,4,0,748,0
1193,801,2,1,58,1,79954.61,2,1,1,30484.19,0,1,1,760,0
1194,597,0,0,26,8,149989.39,1,1,0,42330.58,0,2,0,489,0
1195,613,0,1,40,7,124339.9,1,0,0,193309.58,0,3,0,611,0
1196,529,1,1,29,4,135759.4,1,0,0,112813.79,1,1,1,674,1
1197,794,2,0,37,9,0.0,2,1,0,68008.85,0,3,0,577,0
1198,557,0,1,34,3,83074.0,1,1,0,132673.22,0,2,1,496,0
1199,499,0,0,28,4,141792.61,1,1,1,22001.91,0,2,2,695,0
1200,544,0,0,26,6,0.0,1,1,0,100200.4,1,4,3,508,1
1201,739,0,0,30,6,0.0,1,0,0,122604.44,0,2,3,388,0
1202,458,1,0,43,1,106870.12,2,1,0,100564.37,0,3,0,322,0
1203,528,0,1,31,9,120962.59,1,1,0,5419.31,0,5,2,511,0
1204,773,2,1,51,4,0.0,2,0,0,123587.83,1,4,3,562,1
1205,646,0,0,30,5,0.0,2,1,0,13935.32,0,3,0,786,0
1206,564,0,1,31,0,110527.17,1,1,1,87060.77,0,2,1,752,0
1207,624,1,0,52,0,133723.43,1,0,0,4859.59,1,5,3,500,1
1208,682,0,0,52,5,112670.48,1,1,0,21085.17,1,5,2,336,1
1209,726,0,0,44,2,0.0,2,1,1,26733.86,0,3,3,655,0
1210,560,0,1,24,1,116084.32,1,1,0,89734.7,0,2,0,591,0
1211,382,2,1,36,0,0.0,1,1,1,179540.73,1,4,1,659,1
1212,457,2,0,38,6,0.0,2,1,0,173219.09,0,3,0,629,0
1213,673,0,0,37,10,0.0,2,1,1,37411.35,0,4,2,450,0
1214,584,0,0,40,4,82441.75,1,0,0,80852.11,0,3,1,482,0
1215,629,0,0,39,10,0.0,2,1,1,43174.49,1,3,0,733,1
1216,584,1,0,37,10,134171.8,4,1,1,70927.11,1,2,0,395,1
1217,724,0,1,30,10,0.0,2,1,1,54265.55,0,1,0,315,0
1218,644,0,1,31,5,0.0,2,1,1,41872.17,0,4,1,782,0
1219,676,1,0,48,2,124442.38,1,1,0,15068.53,1,4,1,879,1
1220,499,0,1,31,4,0.0,1,1,0,25950.49,0,4,2,699,0
1221,598,0,1,60,4,0.0,1,1,0,197727.14,1,3,0,361,1
1222,655,1,0,37,4,108862.76,1,1,0,79555.08,1,1,1,601,1
1223,559,0,1,28,3,141099.43,1,1,1,15607.27,0,3,2,328,0
1224,543,0,0,67,0,128843.67,1,1,1,134612.48,0,3,3,809,0
1225,679,0,1,39,0,86843.61,1,0,1,159830.58,0,5,2,1000,0
1226,594,1,0,32,4,120074.97,2,1,1,162961.79,0,2,0,728,0
1227,586,0,1,27,5,130231.8,2,1,1,192427.16,0,3,2,298,0
1228,776,0,0,31,5,0.0,2,1,0,92647.94,0,2,0,597,0
1229,699,0,1,39,2,109724.38,1,1,1,180022.39,0,2,1,412,0
1230,847,1,0,35,5,111743.43,1,1,1,183584.14,0,5,1,547,0
1231,582,1,1,35,8,121309.17,2,1,1,28750.67,0,2,1,810,0
1232,648,0,1,38,10,82697.28,1,1,0,74846.67,0,3,2,966,0
1233,618,0,0,49,9,44301.43,3,1,1,89729.3,1,3,0,286,1
1234,543,0,0,31,4,138317.94,1,0,0,61843.73,0,4,2,759,0
1235,642,1,1,49,4,120688.61,1,1,0,24770.22,1,1,1,641,1
1236,462,0,1,27,4,176913.52,1,1,0,80587.27,0,2,3,513,0
1237,640,2,1,47,6,89047.14,1,1,0,116286.25,0,5,0,441,0
1238,740,1,1,40,4,114318.78,2,1,0,129333.69,1,5,2,303,1
1239,773,0,0,50,4,0.0,2,1,0,129372.94,0,4,1,504,0
1240,583,1,0,32,7,94753.55,2,1,1,18149.03,0,5,3,356,0
1241,589,2,0,46,10,0.0,2,0,1,168369.37,0,3,0,821,0
1242,509,0,1,35,8,0.0,2,0,1,67431.28,0,3,1,825,0
1243,612,1,1,32,9,106520.73,2,1,0,177092.16,0,3,1,821,0
1244,505,2,1,37,0,134006.39,1,1,1,93736.69,0,4,2,274,0
1245,546,1,0,25,3,132837.7,1,1,0,131647.31,0,3,2,440,0
1246,681,0,0,41,0,120549.29,2,1,0,175722.31,0,5,3,257,0
1247,762,0,1,20,1,139432.55,1,1,1,85606.83,0,5,1,415,0
1248,786,2,1,29,7,80895.44,2,1,0,64945.57,0,1,0,841,0
1249,629,2,1,34,6,0.0,2,1,0,190347.72,0,3,0,741,0
1250,787,2,0,39,7,171646.76,1,0,1,100791.36,0,4,1,318,0
1251,713,2,1,42,0,109121.71,1,0,1,167873.49,0,5,1,872,0
1252,541,0,0,39,6,109844.81,1,1,0,25289.23,0,4,0,884,0
1253,451,0,0,31,7,140931.82,1,0,1,20388.77,0,5,2,458,0
1254,644,2,1,49,10,0.0,2,1,1,145089.64,0,4,3,511,0
1255,686,0,1,32,6,0.0,2,1,1,179093.26,0,2,0,510,0
1256,847,1,0,41,3,101543.51,4,1,0,16025.17,1,4,2,924,1
1257,765,1,1,37,7,102708.77,1,1,0,9087.81,0,4,2,597,0
1258,678,1,0,37,8,149000.91,2,1,1,21472.42,0,5,0,257,0
1259,539,0,1,20,0,83459.86,1,1,1,146752.67,0,4,0,814,0
1260,800,0,0,40,3,75893.11,2,1,0,132562.23,0,5,2,513,0
1261,799,1,0,39,7,167395.6,2,0,1,139537.43,0,2,2,908,0
1262,629,0,0,61,6,0.0,2,1,1,133672.61,0,5,1,803,0
1263,734,1,0,52,6,71283.09,2,0,1,38984.37,0,1,3,618,0
1264,542,0,0,31,3,0.0,2,1,1,115217.59,0,1,0,945,0
1265,414,2,1,60,3,0.0,2,1,1,93844.82,0,5,0,315,0
1266,675,0,0,38,1,104016.88,1,0,0,22068.83,1,1,0,917,1
1267,683,0,0,38,5,127616.56,1,1,0,123846.07,0,4,2,806,0
1268,748,0,1,32,5,154737.88,2,1,1,172638.13,0,2,2,486,0
1269,596,2,1,29,2,0.0,2,1,1,1591.19,0,2,0,224,0
1270,642,0,1,35,4,125476.31,1,1,1,91775.51,0,4,2,467,0
1271,499,0,0,21,3,176511.08,1,1,1,153920.22,0,5,0,753,0
1272,649,2,0,47,8,110783.28,1,1,1,71420.16,0,3,2,768,0
1273,739,0,1,42,2,141642.92,2,1,0,172149.76,0,2,0,271,0
1274,616,0,1,31,1,0.0,2,1,1,54706.75,0,3,0,852,0
1275,560,2,0,33,9,0.0,1,0,1,183358.21,0,1,0,531,0
1276,427,1,1,42,1,75681.52,1,1,1,57098.0,0,5,3,418,0
1277,435,0,1,54,3,0.0,1,1,0,156910.46,1,4,3,832,1
1278,633,0,1,29,7,0.0,1,1,1,130224.73,0,4,0,660,0
1279,443,0,1,35,6,161111.45,1,0,0,13946.66,0,5,3,765,0
1280,727,0,1,62,5,0.0,2,0,1,38652.96,0,5,1,599,0
1281,674,0,0,45,6,72494.69,1,0,1,140041.78,0,3,0,839,0
1282,661,0,0,31,3,133964.3,1,1,1,166187.1,0,2,2,508,0
1283,619,2,1,34,1,0.0,1,1,0,139919.38,0,5,1,524,0
1284,562,0,0,27,3,0.0,2,1,0,28137.03,0,1,1,942,0
1285,633,0,1,61,3,157201.48,1,0,1,50368.63,0,1,2,343,0
1286,551,2,0,48,5,95679.29,1,0,0,94978.1,0,1,0,815,0
1287,720,1,0,29,7,106230.92,1,1,1,69903.93,1,1,3,747,1
1288,688,0,0,32,5,0.0,2,0,1,177607.77,0,2,3,864,0
1289,635,1,0,36,9,81231.85,2,1,0,196731.08,0,3,1,839,0
1290,561,0,0,31,1,81480.27,2,1,1,65234.6,0,1,0,666,0
1291,850,0,1,33,8,73059.38,1,1,1,186281.0,0,5,2,430,0
1292,636,0,1,36,5,117559.05,2,1,1,111573.3,0,4,3,302,0
1293,461,1,0,74,1,186445.31,2,1,1,196767.83,0,3,1,885,0
1294,771,1,0,38,5,137657.71,2,1,0,72985.61,0,3,1,378,0
1295,713,0,1,36,8,133889.35,1,1,1,143265.65,0,1,3,357,0
1296,658,1,0,45,9,134562.8,1,1,1,159268.67,0,5,0,528,0
1297,586,1,0,56,9,100781.75,2,1,1,54448.41,0,3,2,877,0
1298,737,0,1,30,8,174356.13,1,0,0,31928.5,0,5,2,403,0
1299,742,1,1,27,5,190125.43,2,0,0,21793.59,0,2,0,788,0
1300,824,0,1,26,7,146266.0,1,1,0,21903.62,1,2,1,867,1
1301,701,1,1,41,9,164046.1,1,1,0,49405.93,0,5,3,568,0
1302,623,2,0,43,4,123536.52,2,0,0,154908.52,0,5,1,408,0
1303,744,0,1,36,10,0.0,2,1,1,182867.84,0,5,3,632,0
1304,698,2,0,38,1,171848.38,1,0,0,16957.45,0,5,2,806,0
1305,616,0,1,40,9,0.0,2,0,0,93717.55,0,1,3,752,0
1306,662,0,0,39,5,139562.05,2,1,0,61636.22,0,4,2,871,0
1307,594,0,1,37,2,0.0,2,0,1,95864.5,0,4,0,303,0
1308,685,0,1,40,2,168001.34,2,1,1,167400.29,0,2,1,272,0
1309,742,0,1,27,0,0.0,2,0,1,131534.96,0,1,1,905,0
1310,678,1,1,83,6,123356.63,1,0,1,92934.41,0,4,0,753,0
1311,651,2,1,47,2,0.0,2,1,1,119808.64,0,5,2,758,0
1312,585,1,1,50,2,125845.66,1,1,0,9439.31,1,1,2,767,1
1313,579,1,1,40,10,45408.85,2,1,0,18732.91,0,5,2,696,0
1314,722,1,0,37,0,125977.81,1,0,0,160162.42,0,2,1,983,0
1315,613,1,0,51,7,147262.11,1,1,1,53630.9,1,1,3,669,1
1316,694,0,1,42,8,133767.19,1,1,0,36405.21,0,1,0,241,0
1317,550,1,1,49,0,108806.96,3,1,0,61446.92,1,5,3,431,1
1318,741,0,1,42,6,106036.52,1,1,0,194686.78,1,4,0,927,1
1319,668,2,0,69,9,0.0,1,0,1,134483.07,0,5,2,397,0
1320,529,0,0,27,1,0.0,2,1,1,37769.98,0,5,2,333,0
1321,636,0,1,31,6,0.0,2,1,1,2382.61,0,3,3,875,0
1322,563,2,1,61,1,82182.1,1,1,0,106826.92,1,1,1,401,1
1323,767,0,0,35,9,0.0,2,1,0,39511.61,0,1,0,981,0
1324,644,0,1,50,9,76817.0,4,1,0,196371.13,1,4,2,381,1
1325,780,1,1,71,9,142550.25,2,1,1,122506.78,0,1,2,408,0
1326,635,2,0,41,10,0.0,2,1,1,61994.2,0,5,2,883,0
1327,641,1,1,35,2,103711.56,1,0,1,192464.21,1,2,2,267,1
1328,593,2,0,40,2,0.0,1,1,1,5194.95,0,2,3,678,0
1329,540,1,0,35,7,128369.75,2,1,0,198256.15,0,2,2,653,0
1330,663,2,1,35,5,0.0,2,1,1,62634.94,0,5,3,252,0
1331,630,0,1,34,9,0.0,2,1,1,114006.35,0,5,0,348,0
1332,605,1,1,19,8,166133.28,1,1,1,107994.99,0,5,0,870,0
1333,710,1,0,62,9,148214.36,1,1,0,48571.14,1,4,0,485,1
1334,755,0,0,78,5,121206.96,1,1,1,76016.49,0,5,2,554,0
1335,641,2,1,25,10,0.0,2,1,1,180808.39,0,4,0,586,0
1336,737,1,1,50,4,127552.85,2,1,0,4225.11,0,2,0,555,0
1337,695,0,1,49,9,159458.53,1,1,0,135841.35,0,5,1,360,0
1338,466,1,0,47,5,102085.72,1,1,1,183536.24,1,2,1,692,1
1339,558,1,1,58,2,142537.18,1,1,1,88791.83,0,3,0,487,0
1340,665,2,1,29,1,182781.74,2,1,1,63732.9,0,4,1,943,0
1341,737,0,1,45,10,0.0,2,1,0,1364.54,0,5,1,531,0
1342,654,0,1,29,7,0.0,2,1,1,149184.15,0,3,1,795,0
1343,619,0,0,28,3,0.0,2,1,0,53394.12,0,3,2,658,0
1344,845,1,0,43,3,152063.59,2,1,0,97910.06,0,1,0,443,0
1345,727,0,0,28,2,110997.76,1,1,0,101433.76,0,2,0,935,0
1346,582,0,1,50,2,148942.0,1,1,1,116944.3,0,1,2,612,0
1347,716,0,1,41,9,0.0,1,1,1,113267.48,0,1,3,237,0
1348,660,2,0,36,0,84438.57,1,1,1,181449.51,0,4,0,699,0
1349,664,0,0,34,7,93920.47,1,0,0,179913.98,0,1,2,503,0
1350,801,0,1,43,4,158713.08,2,0,0,98586.14,0,2,3,224,0
1351,615,2,1,42,4,0.0,3,0,1,120321.09,0,5,2,757,0
1352,718,1,1,63,7,123204.88,1,1,1,100538.8,0,1,3,831,0
1353,667,0,1,40,8,72945.29,2,1,0,98931.5,0,3,3,616,0
1354,670,2,1,37,0,178742.71,1,1,1,194493.57,0,3,0,345,0
1355,590,0,1,43,8,0.0,2,1,1,143628.31,0,2,3,363,0
1356,739,2,0,40,8,0.0,1,1,0,167030.51,0,5,2,836,0
1357,373,0,1,42,7,0.0,1,1,0,77786.37,1,3,1,986,1
1358,418,0,0,46,9,0.0,1,1,1,81014.5,1,2,1,768,1
1359,837,0,0,29,9,0.0,2,1,1,41866.26,0,4,3,374,0
1360,645,1,1,43,9,140121.17,1,1,0,11302.7,1,1,0,752,1
1361,552,1,1,39,2,132906.88,1,0,1,149384.43,0,2,3,718,0
1362,580,1,1,45,2,179334.83,2,1,1,169303.65,0,5,3,928,0
1363,684,0,1,35,3,137179.39,1,1,1,37264.11,0,5,0,981,0
1364,634,2,1,35,3,0.0,2,1,1,19515.48,0,2,3,332,0
1365,607,0,0,49,9,119960.29,2,1,0,103068.22,0,2,2,768,0
1366,802,0,1,29,9,127414.55,1,1,1,134459.12,0,2,1,944,0
1367,736,0,0,36,6,0.0,1,1,0,70496.66,0,2,1,978,0
1368,629,0,0,40,9,137409.19,1,1,0,175877.7,1,4,0,877,1
1369,737,0,1,28,8,0.0,2,1,0,106390.01,0,2,3,934,0
1370,718,2,0,39,2,0.0,1,1,1,52138.49,0,2,2,431,0
1371,561,0,1,43,4,0.0,4,0,0,18522.91,1,1,1,320,1
1372,641,0,1,31,9,112494.99,1,1,1,32231.6,0,4,1,565,0
1373,677,0,1,30,1,78133.15,1,0,1,174225.88,0,5,2,926,0
1374,641,2,0,36,1,0.0,2,1,0,102021.39,0,2,1,262,0
1375,658,2,0,32,5,145553.07,1,1,1,31484.76,0,5,0,528,0
1376,659,1,1,48,4,123593.22,2,1,0,82469.06,1,1,2,291,1
1377,567,0,0,47,2,0.0,1,0,0,110900.43,1,5,0,545,1
1378,584,0,0,26,0,146286.22,1,1,0,105105.35,0,1,3,256,0
1379,709,2,0,35,1,111827.27,2,1,0,12674.68,0,3,0,716,0
1380,690,2,0,26,2,0.0,2,1,1,93255.85,0,3,1,568,0
1381,627,0,1,70,1,94416.78,1,0,1,145299.5,0,2,0,784,0
1382,765,2,1,45,2,91549.78,1,1,1,47139.44,0,3,2,926,0
1383,645,0,0,38,7,59568.57,1,1,1,167723.25,0,3,1,902,0
1384,716,0,0,23,2,94464.81,2,0,1,185900.88,0,5,2,351,0
1385,771,0,0,57,4,0.0,1,0,0,85876.67,1,4,3,652,1
1386,687,1,1,44,8,95368.14,2,1,1,1787.85,0,3,1,619,0
1387,717,1,0,33,10,102185.42,2,1,0,23231.93,0,3,1,390,0
1388,524,0,1,32,1,144875.71,1,0,0,187740.04,0,1,0,606,0
1389,679,2,1,39,5,0.0,2,1,1,100060.54,0,1,2,338,0
1390,538,0,0,32,2,0.0,1,1,1,80130.54,0,3,2,559,0
1391,752,1,0,37,5,113291.05,2,1,1,132467.54,0,1,3,264,0
1392,846,2,1,61,0,0.0,2,1,1,96202.44,0,1,2,292,0
1393,532,2,0,39,0,0.0,2,1,0,94977.3,0,1,2,777,0
1394,670,1,1,43,9,111677.88,1,1,0,178827.3,1,3,1,597,1
1395,597,1,0,35,8,131101.04,1,1,1,192852.67,0,3,3,758,0
1396,627,1,1,52,1,76101.81,2,0,1,177238.35,0,4,2,364,0
1397,700,2,0,40,2,0.0,2,1,0,199753.97,0,5,3,654,0
1398,766,0,0,52,7,92510.9,2,0,1,66193.61,0,5,0,839,0
1399,488,0,0,34,2,0.0,2,1,1,181270.84,0,2,2,557,0
1400,694,0,1,39,5,77652.4,1,1,1,25407.59,0,3,1,350,0
1401,639,0,0,31,3,98360.03,1,0,0,20973.8,0,4,2,607,0
1402,705,1,0,46,4,115518.07,1,0,0,76544.9,1,3,2,576,1
1403,810,1,1,69,3,27288.43,1,1,1,110509.9,0,3,3,618,0
1404,638,0,0,36,6,0.0,1,1,0,164247.51,0,4,0,932,0
1405,595,2,0,43,5,0.0,2,0,0,105149.8,0,1,3,430,0
1406,575,0,1,36,7,0.0,1,1,1,55868.97,1,4,1,689,1
1407,850,0,1,31,6,131996.66,2,1,1,178747.43,0,4,3,655,0
1408,419,2,0,27,2,121580.42,1,0,1,134720.51,0,5,0,851,0
1409,640,0,1,55,10,132436.34,1,1,0,978.66,0,3,2,890,0
1410,570,2,1,34,10,0.0,2,0,1,183387.12,0,4,3,568,0
1411,640,1,0,46,5,107978.4,2,1,0,155876.06,0,3,2,279,0
1412,689,1,0,40,4,78119.59,4,1,0,119259.34,1,3,2,608,1
1413,725,0,1,26,6,98684.15,1,0,0,133720.57,0,1,3,796,0
1414,751,0,0,44,10,0.0,2,1,0,170634.49,0,1,3,283,0
1415,544,2,0,53,9,0.0,1,1,0,125692.07,1,4,0,364,1
1416,768,1,0,43,2,129264.05,2,0,0,19150.14,0,3,3,343,0
1417,648,1,1,37,6,131753.41,1,1,0,86894.67,0,5,3,849,0
1418,577,2,0,33,6,0.0,2,1,0,57975.8,0,2,2,893,0
1419,639,2,0,27,2,0.0,1,1,1,82938.99,0,4,1,520,0
1420,686,1,1,26,1,57422.62,1,1,1,79189.4,0,1,3,612,0
1421,657,0,0,28,7,0.0,2,0,1,5177.62,0,5,3,352,0
1422,613,0,1,34,5,144094.2,1,1,0,44510.26,0,4,0,902,0
1423,701,0,1,33,9,147510.34,1,1,0,190611.92,0,5,0,228,0
1424,578,2,0,28,8,161592.76,1,1,0,177834.79,0,2,1,336,0
1425,689,0,0,40,1,0.0,2,1,1,119446.64,0,4,3,501,0
1426,687,2,0,72,4,0.0,2,1,1,50267.69,0,3,1,595,0
1427,499,2,0,53,1,75225.53,2,0,0,144849.1,1,4,3,424,1
1428,693,2,0,39,0,0.0,2,0,0,81901.6,0,1,3,450,0
1429,737,0,0,70,9,87542.89,2,1,1,42576.86,0,4,0,631,0
1430,651,0,0,32,8,144581.96,1,1,1,87609.5,0,1,3,853,0
1431,753,0,1,33,5,122568.05,2,1,1,82820.85,0,4,1,491,0
1432,523,2,0,24,5,172231.93,1,0,1,155144.12,0,5,1,557,0
1433,458,1,0,28,2,171932.26,2,1,1,9578.24,0,4,1,582,0
1434,643,0,1,39,7,0.0,2,1,1,170392.59,0,3,2,677,0
1435,638,2,0,34,7,0.0,2,0,0,3946.29,0,2,2,504,0
1436,685,1,1,38,4,111798.06,2,1,1,102184.66,0,2,3,416,0
1437,684,0,1,38,4,0.0,3,1,0,75609.84,0,2,0,379,0
1438,670,0,0,27,5,79336.61,1,1,1,26170.08,0,5,0,245,0
1439,701,1,1,63,3,120916.52,3,0,0,144727.45,1,1,0,566,1
1440,705,0,0,31,3,142905.51,1,1,1,58134.97,0,4,3,551,0
1441,593,2,1,27,10,0.0,3,0,0,94620.0,1,2,2,401,0
1442,651,0,0,33,1,96834.78,1,1,0,108764.69,0,4,1,804,0
1443,741,0,1,37,9,105261.76,2,1,1,149503.54,0,1,2,523,0
1444,596,1,1,54,1,123544.0,1,1,1,120314.75,1,3,0,600,1
1445,581,1,1,41,2,127913.71,2,1,1,44205.95,0,2,3,503,0
1446,689,2,0,28,5,95328.6,1,1,0,6129.61,1,3,1,230,1
1447,544,0,1,30,4,73218.89,1,0,1,126796.69,0,2,3,846,0
1448,718,0,0,41,1,0.0,2,0,1,27509.52,1,4,2,982,1
1449,583,1,1,35,8,149995.72,2,1,0,42143.55,0,1,2,540,0
1450,663,1,1,28,8,123674.28,2,1,1,87985.2,0,1,3,925,0
1451,666,1,1,33,2,124125.26,1,1,0,81884.8,0,4,3,459,0
1452,524,2,1,29,3,159035.45,1,1,0,2705.31,1,4,1,580,1
1453,599,0,1,27,5,0.0,2,1,0,30546.4,0,3,3,259,0
1454,667,0,1,27,7,156811.74,1,1,1,149402.59,0,4,2,277,0
1455,727,0,1,52,4,0.0,2,1,1,118429.02,0,1,3,647,0
1456,689,2,0,55,4,0.0,2,1,1,58442.25,0,2,2,977,0
1457,639,0,1,39,6,150555.83,1,1,0,30414.17,0,5,3,399,0
1458,678,0,1,28,2,109137.12,1,1,1,58814.41,0,2,1,433,0
1459,523,0,1,36,8,158351.02,2,1,0,155304.53,0,1,3,486,0
1460,650,0,0,47,9,0.0,1,1,0,187943.6,0,4,0,600,0
1461,744,2,1,35,7,0.0,2,1,1,43036.6,0,5,3,784,0
1462,697,0,1,40,4,0.0,2,0,1,26543.28,0,4,1,360,0
